YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,DoseAdditional2,DoseAdditional3,DoseAdditional4,DoseAdditional5,UnknownDose,Region,TargetGroup,Vaccine,Population
2022-W13,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,COMBA.1,10459782
2022-W45,EL,8711062,0,0,0,0,0,0,0,2,0,0,0,EL,ALL,MOD,10459782
2023-W11,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.1,10459782
2022-W45,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,AZ,10459782
2022-W45,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,AZ,10459782
2022-W45,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,AZ,10459782
2022-W45,EL,5641331,0,0,75,0,0,56,0,0,0,0,0,EL,1_Age<60,JANSS,10459782
2022-W45,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.1,10459782
2022-W45,EL,8711062,37440,0,4,0,294,2968,36882,14592,0,0,0,EL,ALL,COMBA.4-,10459782
2022-W45,EL,3069731,0,0,3,0,46,920,26992,13331,0,0,0,EL,1_Age60+,COMBA.4-,10459782
2022-W45,EL,3366902,0,0,1,0,143,1222,4183,474,0,0,0,EL,Age25_49,COMBA.4-,10459782
2022-W45,EL,553606,0,0,0,0,0,1,0,0,0,0,0,EL,Age10_14,COMBA.4-,10459782
2022-W46,EL,274955,0,0,14,0,5,0,2,0,0,0,0,EL,HCW,COM,10459782
2022-W46,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COM,10459782
2023-W12,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,MOD,10459782
2023-W12,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,MOD,10459782
2023-W12,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,AZ,10459782
2022-W46,EL,1543527,0,0,8,0,18,4,2,0,0,0,0,EL,Age50_59,COM,10459782
2022-W46,EL,754083,0,0,11,0,17,0,1,1,0,0,0,EL,Age80+,COM,10459782
2022-W46,EL,511958,0,0,15,0,38,0,0,0,0,0,0,EL,Age5_9,COM,10459782
2022-W46,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,AZ,10459782
2022-W46,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,AZ,10459782
2022-W46,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,AZ,10459782
2022-W46,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,AZ,10459782
2022-W46,EL,5641331,0,0,14,0,0,4,0,0,0,0,0,EL,1_Age<60,JANSS,10459782
2022-W46,EL,730902,0,0,5,0,0,0,0,0,0,0,0,EL,Age18_24,JANSS,10459782
2022-W46,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,JANSS,10459782
2022-W46,EL,8711062,0,0,6,0,2,7,0,0,0,0,0,EL,ALL,NVXD,10459782
2023-W12,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2023-W12,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,COMBA.1,10459782
2023-W12,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.1,10459782
2022-W46,EL,3069731,0,0,0,0,0,1,0,0,0,0,0,EL,1_Age60+,NVXD,10459782
2022-W46,EL,3366902,0,0,2,0,1,2,0,0,0,0,0,EL,Age25_49,NVXD,10459782
2022-W46,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,NVXD,10459782
2022-W46,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10459782
2022-W46,EL,1543527,0,0,0,0,0,0,1,0,0,0,0,EL,Age50_59,COMBA.1,10459782
2022-W46,EL,754083,0,0,0,0,0,1,2,1,0,0,0,EL,Age80+,COMBA.1,10459782
2021-W20,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COMBA.1,10678632
2021-W20,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.4-,10678632
2022-W47,EL,1748720,0,0,1,0,0,0,0,0,0,0,0,EL,Age<18,NVXD,10459782
2022-W47,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2023-W13,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,MOD,10459782
2023-W13,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,MOD,10459782
2023-W13,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,MOD,10459782
2023-W13,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,AZ,10459782
2022-W47,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.1,10459782
2022-W47,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10459782
2022-W47,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.1,10459782
2022-W47,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COMBA.1,10459782
2022-W47,EL,5641331,0,0,2,0,178,1568,8155,1007,0,0,0,EL,1_Age<60,COMBA.4-,10459782
2022-W47,EL,730902,0,0,1,0,41,213,16,2,0,0,0,EL,Age18_24,COMBA.4-,10459782
2022-W47,EL,1321765,0,0,0,0,16,267,8165,3076,0,0,0,EL,Age60_69,COMBA.4-,10459782
2022-W47,EL,1748720,0,0,0,0,3,76,1,0,0,0,0,EL,Age<18,COMBA.4-,10459782
2022-W48,EL,3069731,0,0,21,0,24,2,10,5,0,0,0,EL,1_Age60+,COM,10459782
2022-W48,EL,3366902,0,0,46,0,35,1,1,0,0,0,0,EL,Age25_49,COM,10459782
2022-W48,EL,993883,0,0,4,0,6,0,4,2,0,0,0,EL,Age70_79,COM,10459782
2022-W48,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COM,10459782
2022-W48,EL,317000,0,0,21,0,40,1,0,0,0,0,0,EL,Age15_17,COM,10459782
2022-W48,EL,5641331,0,0,0,0,0,0,1,0,0,0,0,EL,1_Age<60,MOD,10459782
2022-W48,EL,754083,0,0,0,0,0,0,1,1,0,0,0,EL,Age80+,MOD,10459782
2022-W48,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,MOD,10459782
2022-W48,EL,8711062,0,0,0,0,1,0,2,0,0,0,0,EL,ALL,AZ,10459782
2022-W48,EL,3069731,0,0,0,0,0,0,1,0,0,0,0,EL,1_Age60+,AZ,10459782
2022-W48,EL,3366902,0,0,0,0,0,0,1,0,0,0,0,EL,Age25_49,AZ,10459782
2022-W48,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,AZ,10459782
2022-W48,EL,274955,0,0,0,0,0,1,0,0,0,0,0,EL,HCW,JANSS,10459782
2022-W48,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,JANSS,10459782
2022-W48,EL,1543527,0,0,1,0,0,1,0,0,0,0,0,EL,Age50_59,JANSS,10459782
2022-W48,EL,754083,0,0,2,0,0,0,0,0,0,0,0,EL,Age80+,JANSS,10459782
2022-W48,EL,5641331,0,0,2,0,4,0,0,0,0,0,0,EL,1_Age<60,NVXD,10459782
2022-W48,EL,730902,0,0,0,0,1,0,0,0,0,0,0,EL,Age18_24,NVXD,10459782
2022-W48,EL,1321765,0,0,0,0,1,0,0,0,0,0,0,EL,Age60_69,NVXD,10459782
2023-W14,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,AZ,10459782
2022-W48,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,NVXD,10459782
2022-W48,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2022-W48,EL,993883,0,0,0,0,0,0,3,1,0,0,0,EL,Age70_79,COMBA.1,10459782
2022-W48,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.1,10459782
2021-W51,EL,8711062,0,0,1602,0,1208,33682,4,3,0,0,0,EL,ALL,MOD,10678632
2021-W51,EL,730902,0,0,1,0,2,0,0,0,0,0,0,EL,Age18_24,AZ,10678632
2021-W51,EL,1543527,0,0,1,0,1,1,0,0,0,0,0,EL,Age50_59,AZ,10678632
2023-W16,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,AZ,10459782
2022-W06,EL,3069731,0,0,0,0,0,6,1,0,0,0,0,EL,1_Age60+,AZ,10459782
2022-W06,EL,3366902,0,0,1,0,0,1,0,0,0,0,0,EL,Age25_49,AZ,10459782
2022-W06,EL,993883,0,0,0,0,0,0,1,0,0,0,0,EL,Age70_79,AZ,10459782
2022-W06,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,AZ,10459782
2022-W06,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,JANSS,10459782
2022-W06,EL,1543527,0,0,151,0,0,1241,0,0,0,0,0,EL,Age50_59,JANSS,10459782
2022-W06,EL,754083,0,0,330,0,0,473,0,0,0,0,0,EL,Age80+,JANSS,10459782
2022-W06,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,JANSS,10459782
2022-W06,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,NVXD,10459782
2023-W16,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,AZ,10459782
2023-W16,EL,5641331,0,0,2,0,0,0,0,0,0,0,0,EL,1_Age<60,JANSS,10459782
2023-W16,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,JANSS,10459782
2023-W16,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,JANSS,10459782
2023-W16,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,NVXD,10459782
2023-W16,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,NVXD,10459782
2023-W16,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,NVXD,10459782
2023-W16,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2023-W16,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.1,10459782
2023-W16,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10459782
2023-W16,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.1,10459782
2023-W16,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.1,10459782
2023-W16,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.1,10459782
2023-W16,EL,730902,0,0,0,0,7,0,1,0,0,0,0,EL,Age18_24,COMBA.4-,10459782
2023-W17,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,AZ,10459782
2023-W17,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,AZ,10459782
2023-W17,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,AZ,10459782
2023-W17,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,AZ,10459782
2023-W17,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,JANSS,10459782
2023-W18,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,AZ,10459782
2023-W18,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,AZ,10459782
2023-W18,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,AZ,10459782
2023-W18,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,AZ,10459782
2023-W18,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,JANSS,10459782
2023-W18,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.1,10459782
2023-W18,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.1,10459782
2023-W18,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COMBA.1,10459782
2023-W18,EL,5641331,0,0,20,0,19,0,49,34,5,0,0,EL,1_Age<60,COMBA.4-,10459782
2023-W18,EL,754083,0,0,6,0,6,0,19,68,6,0,0,EL,Age80+,COMBA.4-,10459782
2023-W18,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10459782
2023-W19,EL,8711062,0,0,1,0,7,0,0,0,0,0,0,EL,ALL,COM,10459782
2023-W19,EL,3069731,0,0,0,0,1,0,0,0,0,0,0,EL,1_Age60+,COM,10459782
2023-W19,EL,3366902,0,0,1,0,3,0,0,0,0,0,0,EL,Age25_49,COM,10459782
2023-W19,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,COM,10459782
2023-W19,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,MOD,10459782
2022-W07,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,COMBA.4-,10459782
2022-W07,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.4-,10459782
2022-W07,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10459782
2022-W08,EL,8711062,358020,0,7596,0,26356,72403,1098,0,0,0,0,EL,ALL,COM,10459782
2022-W08,EL,3069731,0,0,2351,0,9987,12128,689,0,0,0,0,EL,1_Age60+,COM,10459782
2022-W08,EL,3366902,0,0,3000,0,9766,37060,189,0,0,0,0,EL,Age25_49,COM,10459782
2022-W08,EL,553606,0,0,1730,0,7389,0,0,0,0,0,0,EL,Age10_14,COM,10459782
2023-W19,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,MOD,10459782
2023-W19,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,MOD,10459782
2023-W19,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,MOD,10459782
2023-W19,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,AZ,10459782
2023-W19,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,AZ,10459782
2022-W08,EL,730902,0,0,0,0,1,0,0,0,0,0,0,EL,Age18_24,AZ,10459782
2022-W08,EL,1321765,0,0,0,0,0,1,0,0,0,0,0,EL,Age60_69,AZ,10459782
2022-W08,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,AZ,10459782
2022-W08,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,AZ,10459782
2022-W08,EL,274955,0,0,20,0,0,144,0,0,0,0,0,EL,HCW,JANSS,10459782
2022-W08,EL,993883,0,0,37,0,0,211,0,0,0,0,0,EL,Age70_79,JANSS,10459782
2022-W08,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10459782
2022-W08,EL,317000,0,0,3,0,0,1,0,0,0,0,0,EL,Age15_17,JANSS,10459782
2022-W08,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,NVXD,10459782
2023-W19,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,AZ,10459782
2023-W19,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,AZ,10459782
2023-W19,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,AZ,10459782
2023-W19,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,JANSS,10459782
2023-W19,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10459782
2023-W19,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,JANSS,10459782
2023-W19,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,NVXD,10459782
2023-W19,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,NVXD,10459782
2022-W08,EL,1543527,0,0,0,0,0,0,0,0,0,0,0,EL,Age50_59,COMBA.4-,10459782
2022-W08,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COMBA.4-,10459782
2022-W08,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10459782
2022-W09,EL,8711062,379080,0,5865,0,16334,60848,915,3,0,0,0,EL,ALL,COM,10459782
2022-W09,EL,1321765,0,0,655,0,1625,5080,206,1,0,0,0,EL,Age60_69,COM,10459782
2022-W09,EL,1748720,0,0,3534,0,6978,206,0,0,0,0,0,EL,Age<18,COM,10459782
2023-W19,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,NVXD,10459782
2023-W19,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,COMBA.1,10459782
2023-W19,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.1,10459782
2023-W19,EL,274955,0,0,0,0,1,0,14,7,1,0,0,EL,HCW,COMBA.4-,10459782
2023-W19,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.4-,10459782
2023-W19,EL,1543527,0,0,1,0,8,0,24,25,0,0,0,EL,Age50_59,COMBA.4-,10459782
2023-W20,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,AZ,10459782
2022-W09,EL,1321765,0,0,0,0,0,1,0,0,0,0,0,EL,Age60_69,AZ,10459782
2022-W09,EL,8711062,0,0,888,0,0,7490,0,0,0,0,0,EL,ALL,JANSS,10459782
2022-W09,EL,3069731,0,0,194,0,0,1288,0,0,0,0,0,EL,1_Age60+,JANSS,10459782
2022-W09,EL,3366902,0,0,421,0,0,4099,0,0,0,0,0,EL,Age25_49,JANSS,10459782
2022-W09,EL,993883,0,0,39,0,0,244,0,0,0,0,0,EL,Age70_79,JANSS,10459782
2022-W09,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,JANSS,10459782
2022-W09,EL,1543527,0,0,55,0,0,0,0,0,0,0,0,EL,Age50_59,NVXD,10459782
2023-W20,EL,730902,0,0,0,0,0,0,0,0,0,0,0,EL,Age18_24,AZ,10459782
2023-W20,EL,1321765,0,0,0,0,0,0,0,0,0,0,0,EL,Age60_69,AZ,10459782
2023-W20,EL,8711062,0,0,25,0,0,0,0,0,0,0,0,EL,ALL,JANSS,10459782
2023-W20,EL,3069731,0,0,4,0,0,0,0,0,0,0,0,EL,1_Age60+,JANSS,10459782
2023-W20,EL,1748720,0,0,0,0,1,0,0,0,0,0,0,EL,Age<18,COMBA.1,10459782
2022-W09,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,COMBA.1,10459782
2022-W09,EL,274955,0,0,0,0,0,0,0,0,0,0,0,EL,HCW,COMBA.4-,10459782
2021-W20,EL,5641331,0,0,192098,0,22051,4,0,0,0,0,0,EL,1_Age<60,COM,10678632
2021-W20,EL,730902,0,0,2349,0,872,0,0,0,0,0,0,EL,Age18_24,COM,10678632
2021-W20,EL,1321765,0,0,85164,0,40502,2,1,0,0,0,0,EL,Age60_69,COM,10678632
2021-W20,EL,754083,0,0,7720,0,6636,1,0,0,0,0,0,EL,Age80+,COM,10678632
2021-W36,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.4-,10678632
2021-W36,EL,3366902,0,0,0,0,0,0,0,0,0,0,0,EL,Age25_49,COMBA.4-,10678632
2021-W36,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,COMBA.4-,10678632
2021-W36,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.4-,10678632
2021-W36,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,COMBA.4-,10678632
2021-W37,EL,274955,0,0,1194,0,2920,1101,0,0,0,0,0,EL,HCW,COM,10678632
2021-W37,EL,5641331,0,0,76898,0,71277,6123,3,0,0,0,0,EL,1_Age<60,COM,10678632
2021-W37,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COM,10678632
2021-W37,EL,730902,0,0,16343,0,13475,108,0,0,0,0,0,EL,Age18_24,COM,10678632
2021-W20,EL,1748720,0,0,91,0,23,0,0,0,0,0,0,EL,Age<18,COM,10678632
2021-W20,EL,511958,0,0,1,0,0,0,0,0,0,0,0,EL,Age5_9,COM,10678632
2021-W20,EL,553606,0,0,15,0,0,0,0,0,0,0,0,EL,Age10_14,COM,10678632
2021-W20,EL,8711062,70800,0,37049,0,38471,1,2,0,0,0,0,EL,ALL,MOD,10678632
2021-W20,EL,274955,0,0,350,0,709,0,0,0,0,0,0,EL,HCW,MOD,10678632
2021-W37,EL,3069731,0,0,235,0,141,6,0,0,0,0,0,EL,1_Age60+,MOD,10678632
2021-W37,EL,730902,0,0,627,0,221,1,0,0,0,0,0,EL,Age18_24,MOD,10678632
2021-W37,EL,3366902,0,0,1663,0,750,5,0,0,0,0,0,EL,Age25_49,MOD,10678632
2021-W37,EL,1321765,0,0,157,0,91,1,0,0,0,0,0,EL,Age60_69,MOD,10678632
2021-W37,EL,993883,0,0,54,0,35,3,0,0,0,0,0,EL,Age70_79,MOD,10678632
2021-W37,EL,1748720,0,0,428,0,272,0,0,0,0,0,0,EL,Age<18,MOD,10678632
2021-W37,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,MOD,10678632
2021-W37,EL,553606,0,0,210,0,124,0,0,0,0,0,0,EL,Age10_14,MOD,10678632
2021-W37,EL,274955,0,0,1,0,6,0,0,0,0,0,0,EL,HCW,AZ,10678632
2021-W20,EL,3069731,0,0,3931,0,28608,1,2,0,0,0,0,EL,1_Age60+,MOD,10678632
2021-W20,EL,3366902,0,0,14553,0,3000,0,0,0,0,0,0,EL,Age25_49,MOD,10678632
2021-W20,EL,993883,0,0,873,0,9722,1,1,0,0,0,0,EL,Age70_79,MOD,10678632
2021-W20,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,MOD,10678632
2021-W37,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,AZ,10678632
2021-W37,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,AZ,10678632
2021-W37,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,AZ,10678632
2021-W37,EL,8711062,120000,0,15032,0,0,1,0,0,0,0,0,EL,ALL,JANSS,10678632
2021-W37,EL,5641331,0,0,13029,0,0,1,0,0,0,0,0,EL,1_Age<60,JANSS,10678632
2021-W37,EL,730902,0,0,3299,0,0,0,0,0,0,0,0,EL,Age18_24,JANSS,10678632
2021-W37,EL,1321765,0,0,609,0,0,0,0,0,0,0,0,EL,Age60_69,JANSS,10678632
2021-W37,EL,1748720,0,0,4,0,0,0,0,0,0,0,0,EL,Age<18,JANSS,10678632
2021-W37,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,JANSS,10678632
2021-W37,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,NVXD,10678632
2021-W20,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,MOD,10678632
2021-W20,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,MOD,10678632
2021-W20,EL,274955,0,0,91,0,303,0,0,0,0,0,0,EL,HCW,AZ,10678632
2021-W20,EL,5641331,0,0,37073,0,669,5,0,0,0,0,0,EL,1_Age<60,AZ,10678632
2021-W20,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,AZ,10678632
2021-W37,EL,993883,0,0,0,0,0,0,0,0,0,0,0,EL,Age70_79,NVXD,10678632
2021-W37,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,NVXD,10678632
2021-W37,EL,317000,0,0,0,0,0,0,0,0,0,0,0,EL,Age15_17,NVXD,10678632
2021-W37,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,COMBA.1,10678632
2021-W37,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10678632
2022-W37,EL,3069731,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age60+,AZ,10459782
2023-W25,EL,3366902,0,0,3,0,10,0,17,14,1,0,0,EL,Age25_49,COMBA.4-,10459782
2023-W25,EL,1543527,0,0,1,0,2,0,11,6,2,0,0,EL,Age50_59,COMBA.4-,10459782
2023-W25,EL,993883,0,0,1,0,0,0,9,14,2,0,0,EL,Age70_79,COMBA.4-,10459782
2023-W25,EL,754083,0,0,7,0,8,0,10,17,1,0,0,EL,Age80+,COMBA.4-,10459782
2023-W25,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COMBA.4-,10459782
2022-W37,EL,754083,0,0,7,0,0,3,1,0,0,0,0,EL,Age80+,JANSS,10459782
2022-W37,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,JANSS,10459782
2022-W37,EL,8711062,0,0,47,0,15,27,1,0,0,0,0,EL,ALL,NVXD,10459782
2022-W37,EL,3069731,0,0,7,0,1,2,1,0,0,0,0,EL,1_Age60+,NVXD,10459782
2022-W37,EL,1748720,0,0,0,0,0,0,0,0,0,0,0,EL,Age<18,NVXD,10459782
2022-W37,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,NVXD,10459782
2022-W37,EL,274955,0,0,0,0,6,45,484,15,0,0,0,EL,HCW,COMBA.1,10459782
2022-W37,EL,0,0,0,0,0,0,0,0,0,0,0,0,EL,AgeUNK,COMBA.1,10459782
2022-W37,EL,1543527,0,0,0,0,14,193,1332,10,0,0,0,EL,Age50_59,COMBA.1,10459782
2023-W25,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,COMBA.4-,10459782
2023-W25,EL,317000,0,0,5,0,4,0,0,0,0,0,0,EL,Age15_17,COMBA.4-,10459782
2023-W26,EL,5641331,0,0,1,0,2,0,0,0,0,0,0,EL,1_Age<60,COM,10459782
2023-W26,EL,730902,0,0,1,0,0,0,0,0,0,0,0,EL,Age18_24,COM,10459782
2023-W26,EL,1321765,0,0,0,0,0,0,0,0,1,0,0,EL,Age60_69,COM,10459782
2022-W37,EL,553606,0,0,0,0,0,0,0,0,0,0,0,EL,Age10_14,COMBA.4-,10459782
2022-W38,EL,3366902,0,0,57,0,125,251,89,0,0,0,0,EL,Age25_49,COM,10459782
2022-W38,EL,993883,0,0,10,0,21,35,369,2,0,0,0,EL,Age70_79,COM,10459782
2022-W38,EL,461955,0,0,0,0,0,0,0,0,0,0,0,EL,Age0_4,COM,10459782
2022-W38,EL,317000,0,0,28,0,25,7,0,0,0,0,0,EL,Age15_17,COM,10459782
2022-W38,EL,5641331,0,0,0,0,0,0,0,0,0,0,0,EL,1_Age<60,MOD,10459782
2022-W38,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,MOD,10459782
2022-W38,EL,511958,0,0,0,0,0,0,0,0,0,0,0,EL,Age5_9,MOD,10459782
2022-W38,EL,8711062,0,0,0,0,0,0,0,0,0,0,0,EL,ALL,AZ,10459782
2023-W26,EL,754083,0,0,0,0,0,0,0,0,0,0,0,EL,Age80+,COM,10459782
2023-W26,EL,1748720,0,0,0,0,2,0,0,0,0,0,0,EL,Age<18,COM,10459782
2023-W26,EL,511958,0,0,0,0,2,0,0,0,0,0,0,EL,Age5_9,COM,10459782
